ÇinTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
4.95,63.16,29.61,65.89,DoorCLOSED,PowerON,21.69,CompressorOFF,0.21,Wednesday 01.01.2025 -- 05:01:55,0
4.0,58.74,26.99,63.55,DoorCLOSED,PowerON,107.75,CompressorON,0.24,Wednesday 01.01.2025 -- 05:02:00,0
6.51,61.9,20.56,76.12,DoorOPEN,PowerON,114.18,CompressorON,0.21,Wednesday 01.01.2025 -- 05:02:05,0
5.73,71.08,22.23,76.31,DoorCLOSED,PowerON,26.65,CompressorOFF,0.4,Wednesday 01.01.2025 -- 05:02:10,0
4.11,65.48,23.13,83.88,DoorOPEN,PowerON,142.25,CompressorON,0.03,Wednesday 01.01.2025 -- 05:02:15,0
3.65,56.19,25.6,86.22,DoorCLOSED,PowerON,24.43,CompressorOFF,0.19,Wednesday 01.01.2025 -- 05:02:20,0
4.08,72.48,30.86,83.68,DoorCLOSED,PowerON,146.92,CompressorON,0.18,Wednesday 01.01.2025 -- 05:02:25,0
8.07,90.22,32.36,73.95,DoorCLOSED,PowerON,236.4,CompressorON,1.55,Wednesday 01.01.2025 -- 05:02:30,1
3.69,53.24,29.66,71.49,DoorCLOSED,PowerON,40.7,CompressorOFF,0.38,Wednesday 01.01.2025 -- 05:02:35,0
4.51,66.5,31.71,71.76,DoorCLOSED,PowerON,49.85,CompressorOFF,0.36,Wednesday 01.01.2025 -- 05:02:40,0
9.7,82.33,33.64,94.97,DoorCLOSED,PowerON,229.54,CompressorON,1.58,Wednesday 01.01.2025 -- 05:02:45,1
4.82,57.97,30.83,60.03,DoorCLOSED,PowerON,49.83,CompressorOFF,0.15,Wednesday 01.01.2025 -- 05:02:50,0
3.57,58.64,31.66,56.99,DoorCLOSED,PowerON,119.14,CompressorON,0.21,Wednesday 01.01.2025 -- 05:02:55,0
3.65,54.41,28.13,88.77,DoorCLOSED,PowerON,137.56,CompressorON,0.28,Wednesday 01.01.2025 -- 05:03:00,0
7.68,86.55,34.1,62.85,DoorCLOSED,PowerON,184.87,CompressorOFF,1.33,Wednesday 01.01.2025 -- 05:03:05,1
3.51,51.3,29.95,68.9,DoorCLOSED,PowerON,150.89,CompressorON,0.1,Wednesday 01.01.2025 -- 05:03:10,0
3.23,69.48,22.79,81.24,DoorCLOSED,PowerON,103.8,CompressorON,0.24,Wednesday 01.01.2025 -- 05:03:15,0
6.41,68.24,30.51,57.98,DoorCLOSED,PowerON,96.57,CompressorON,0.42,Wednesday 01.01.2025 -- 05:03:20,0
7.17,69.12,21.38,63.53,DoorOPEN,PowerON,111.99,CompressorON,0.24,Wednesday 01.01.2025 -- 05:03:25,0
4.62,49.23,22.21,51.54,DoorCLOSED,PowerON,41.71,CompressorOFF,0.06,Wednesday 01.01.2025 -- 05:03:30,0
3.82,64.36,25.0,51.33,DoorCLOSED,PowerON,120.36,CompressorON,0.19,Wednesday 01.01.2025 -- 05:03:35,0
3.66,57.73,25.6,88.96,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.16,Wednesday 01.01.2025 -- 05:03:40,0
1.81,49.27,21.85,70.11,DoorCLOSED,PowerON,149.71,CompressorON,0.12,Wednesday 01.01.2025 -- 05:03:45,0
3.12,48.05,21.5,77.09,DoorCLOSED,PowerON,51.34,CompressorOFF,0.45,Wednesday 01.01.2025 -- 05:03:50,0
2.92,61.49,26.23,69.89,DoorCLOSED,PowerON,140.47,CompressorON,0.22,Wednesday 01.01.2025 -- 05:03:55,0
10.35,82.79,28.85,66.57,DoorOPEN,PowerON,189.5,CompressorON,1.14,Wednesday 01.01.2025 -- 05:04:00,1
4.03,72.19,18.74,65.27,DoorCLOSED,PowerON,147.14,CompressorON,0.34,Wednesday 01.01.2025 -- 05:04:05,0
4.52,62.66,21.23,79.93,DoorCLOSED,PowerON,44.7,CompressorOFF,0.13,Wednesday 01.01.2025 -- 05:04:10,0
4.47,55.28,27.03,75.8,DoorCLOSED,PowerON,54.48,CompressorOFF,0.31,Wednesday 01.01.2025 -- 05:04:15,0
5.0,73.92,23.14,89.79,DoorCLOSED,PowerON,44.35,CompressorOFF,0.3,Wednesday 01.01.2025 -- 05:04:20,0
3.58,66.15,28.63,57.73,DoorCLOSED,PowerON,43.72,CompressorOFF,0.24,Wednesday 01.01.2025 -- 05:04:25,0
2.05,45.82,19.35,50.31,DoorCLOSED,PowerON,125.36,CompressorON,0.18,Wednesday 01.01.2025 -- 05:04:30,0
4.36,66.62,18.36,82.67,DoorCLOSED,PowerON,22.72,CompressorOFF,0.2,Wednesday 01.01.2025 -- 05:04:35,0
3.63,59.91,21.48,62.23,DoorCLOSED,PowerON,141.6,CompressorON,1.18,Wednesday 01.01.2025 -- 05:04:40,0
4.37,56.55,26.1,63.07,DoorCLOSED,PowerON,27.53,CompressorOFF,0.18,Wednesday 01.01.2025 -- 05:04:45,0
4.93,62.21,31.23,65.16,DoorOPEN,PowerON,137.84,CompressorON,0.3,Wednesday 01.01.2025 -- 05:04:50,0
2.59,60.37,21.63,76.05,DoorCLOSED,PowerON,128.76,CompressorON,0.21,Wednesday 01.01.2025 -- 05:04:55,0
2.05,61.15,30.23,89.97,DoorCLOSED,PowerON,121.03,CompressorON,0.33,Wednesday 01.01.2025 -- 05:05:00,0
3.35,74.22,25.96,67.75,DoorCLOSED,PowerON,159.93,CompressorON,0.19,Wednesday 01.01.2025 -- 05:05:05,0
3.49,71.35,29.45,73.96,DoorCLOSED,PowerON,91.51,CompressorON,0.31,Wednesday 01.01.2025 -- 05:05:10,0
2.33,74.8,21.69,83.17,DoorCLOSED,PowerON,129.93,CompressorON,0.02,Wednesday 01.01.2025 -- 05:05:15,0
2.49,62.98,23.05,87.27,DoorCLOSED,PowerON,139.14,CompressorON,0.34,Wednesday 01.01.2025 -- 05:05:20,0
5.03,51.34,27.31,55.43,DoorCLOSED,PowerON,53.39,CompressorOFF,0.18,Wednesday 01.01.2025 -- 05:05:25,0
6.54,50.77,25.55,87.26,DoorCLOSED,PowerON,47.92,CompressorOFF,0.41,Wednesday 01.01.2025 -- 05:05:30,0
9.02,87.66,27.35,58.44,DoorOPEN,PowerON,142.96,CompressorON,0.42,Wednesday 01.01.2025 -- 05:05:35,0
2.03,48.48,26.7,82.09,DoorCLOSED,PowerON,152.13,CompressorON,0.27,Wednesday 01.01.2025 -- 05:05:40,0
3.13,51.91,30.59,67.14,DoorCLOSED,PowerON,29.09,CompressorOFF,0.24,Wednesday 01.01.2025 -- 05:05:45,0
6.35,73.34,28.51,68.14,DoorCLOSED,PowerON,111.77,CompressorON,0.09,Wednesday 01.01.2025 -- 05:05:50,0
11.66,90.35,29.29,78.65,DoorCLOSED,PowerON,230.9,CompressorOFF,1.18,Wednesday 01.01.2025 -- 05:05:55,1
3.57,48.2,30.17,63.53,DoorCLOSED,PowerON,103.98,CompressorON,0.32,Wednesday 01.01.2025 -- 05:06:00,0
5.48,63.03,20.7,59.27,DoorCLOSED,PowerON,26.56,CompressorOFF,0.3,Wednesday 01.01.2025 -- 05:06:05,0
4.78,50.36,20.37,63.45,DoorCLOSED,PowerON,28.02,CompressorOFF,0.28,Wednesday 01.01.2025 -- 05:06:10,0
3.76,66.61,18.21,84.82,DoorCLOSED,PowerON,148.31,CompressorON,0.39,Wednesday 01.01.2025 -- 05:06:15,0
4.16,74.65,18.95,87.51,DoorCLOSED,PowerON,39.48,CompressorOFF,0.02,Wednesday 01.01.2025 -- 05:06:20,0
3.91,60.81,22.79,89.93,DoorCLOSED,PowerON,95.89,CompressorON,0.16,Wednesday 01.01.2025 -- 05:06:25,0
7.65,86.4,26.31,88.89,DoorCLOSED,PowerON,234.01,CompressorON,1.5,Wednesday 01.01.2025 -- 05:06:30,1
1.86,55.03,27.29,53.5,DoorCLOSED,PowerON,97.59,CompressorON,0.4,Wednesday 01.01.2025 -- 05:06:35,0
3.79,67.32,27.75,62.27,DoorCLOSED,PowerON,156.89,CompressorON,0.38,Wednesday 01.01.2025 -- 05:06:40,0
6.47,74.69,24.53,52.9,DoorCLOSED,PowerON,92.84,CompressorON,0.87,Wednesday 01.01.2025 -- 05:06:45,0
4.75,49.24,20.27,83.49,DoorCLOSED,PowerON,50.91,CompressorOFF,0.42,Wednesday 01.01.2025 -- 05:06:50,0
3.7,54.76,28.75,86.82,DoorCLOSED,PowerON,116.91,CompressorON,0.29,Wednesday 01.01.2025 -- 05:06:55,0
5.23,67.69,29.33,69.71,DoorOPEN,PowerON,153.25,CompressorON,0.36,Wednesday 01.01.2025 -- 05:07:00,0
3.65,48.81,26.22,87.36,DoorCLOSED,PowerON,120.67,CompressorON,0.31,Wednesday 01.01.2025 -- 05:07:05,0
5.13,70.37,27.31,89.32,DoorCLOSED,PowerON,30.01,CompressorOFF,0.08,Wednesday 01.01.2025 -- 05:07:10,0
3.43,62.65,29.16,65.83,DoorCLOSED,PowerON,36.15,CompressorOFF,0.23,Wednesday 01.01.2025 -- 05:07:15,0
7.27,73.92,27.99,89.07,DoorOPEN,PowerON,140.3,CompressorON,0.07,Wednesday 01.01.2025 -- 05:07:20,0
7.94,90.12,32.77,69.72,DoorCLOSED,PowerON,205.21,CompressorON,1.47,Wednesday 01.01.2025 -- 05:07:25,1
3.26,54.53,27.27,79.08,DoorCLOSED,PowerON,127.24,CompressorON,0.43,Wednesday 01.01.2025 -- 05:07:30,0
3.11,57.99,23.24,65.64,DoorCLOSED,PowerON,122.68,CompressorON,0.39,Wednesday 01.01.2025 -- 05:07:35,0
7.47,77.24,18.9,66.38,DoorOPEN,PowerON,152.91,CompressorON,0.34,Wednesday 01.01.2025 -- 05:07:40,0
5.35,65.78,25.43,86.18,DoorCLOSED,PowerON,22.39,CompressorOFF,0.43,Wednesday 01.01.2025 -- 05:07:45,0
2.13,66.37,30.94,87.31,DoorCLOSED,PowerON,136.92,CompressorON,0.11,Wednesday 01.01.2025 -- 05:07:50,0
2.42,56.33,27.83,83.01,DoorCLOSED,PowerON,124.41,CompressorON,0.15,Wednesday 01.01.2025 -- 05:07:55,0
2.09,48.1,28.65,73.3,DoorCLOSED,PowerON,143.85,CompressorON,0.3,Wednesday 01.01.2025 -- 05:08:00,0
4.22,69.98,28.81,79.45,DoorCLOSED,PowerON,59.02,CompressorOFF,0.03,Wednesday 01.01.2025 -- 05:08:05,0
6.77,65.13,18.12,72.03,DoorCLOSED,PowerON,23.93,CompressorOFF,0.41,Wednesday 01.01.2025 -- 05:08:10,0
3.67,52.0,27.16,58.78,DoorCLOSED,PowerON,48.32,CompressorOFF,0.25,Wednesday 01.01.2025 -- 05:08:15,0
3.31,58.13,18.73,67.94,DoorCLOSED,PowerON,102.74,CompressorON,0.31,Wednesday 01.01.2025 -- 05:08:20,0
3.98,86.48,20.39,88.66,DoorOPEN,PowerON,170.84,CompressorON,0.18,Wednesday 01.01.2025 -- 05:08:25,0
4.3,53.83,29.52,72.97,DoorCLOSED,PowerON,24.89,CompressorOFF,0.2,Wednesday 01.01.2025 -- 05:08:30,0
2.14,54.64,23.85,62.49,DoorCLOSED,PowerON,224.97,CompressorON,0.31,Wednesday 01.01.2025 -- 05:08:35,0
2.06,60.49,27.31,72.63,DoorCLOSED,PowerON,92.47,CompressorON,0.18,Wednesday 01.01.2025 -- 05:08:40,0
6.08,68.43,21.27,82.04,DoorCLOSED,PowerON,98.05,CompressorON,0.17,Wednesday 01.01.2025 -- 05:08:45,0
3.26,46.75,25.06,63.93,DoorCLOSED,PowerON,53.32,CompressorOFF,0.3,Wednesday 01.01.2025 -- 05:08:50,0
4.84,45.81,27.08,63.13,DoorCLOSED,PowerON,31.36,CompressorOFF,0.18,Wednesday 01.01.2025 -- 05:08:55,0
3.96,50.19,25.91,60.06,DoorCLOSED,PowerON,101.73,CompressorON,0.27,Wednesday 01.01.2025 -- 05:09:00,0
4.67,45.54,23.01,80.44,DoorCLOSED,PowerON,34.22,CompressorOFF,0.2,Wednesday 01.01.2025 -- 05:09:05,0
3.72,73.9,28.48,63.75,DoorCLOSED,PowerON,45.12,CompressorOFF,0.1,Wednesday 01.01.2025 -- 05:09:10,0
2.0,69.78,28.65,58.2,DoorCLOSED,PowerON,147.54,CompressorON,0.19,Wednesday 01.01.2025 -- 05:09:15,0
3.48,46.12,21.15,79.72,DoorCLOSED,PowerON,41.61,CompressorOFF,0.35,Wednesday 01.01.2025 -- 05:09:20,0
3.92,52.14,28.61,77.84,DoorCLOSED,PowerON,143.81,CompressorON,0.28,Wednesday 01.01.2025 -- 05:09:25,0
3.97,62.34,31.46,78.12,DoorCLOSED,PowerON,150.83,CompressorON,0.11,Wednesday 01.01.2025 -- 05:09:30,0
4.11,51.48,23.01,81.97,DoorCLOSED,PowerON,126.26,CompressorON,0.23,Wednesday 01.01.2025 -- 05:09:35,0
3.52,48.47,23.15,58.41,DoorCLOSED,PowerON,52.98,CompressorOFF,0.34,Wednesday 01.01.2025 -- 05:09:40,0
6.49,48.38,31.49,81.44,DoorCLOSED,PowerON,229.55,CompressorON,0.3,Wednesday 01.01.2025 -- 05:09:45,0
7.29,86.32,25.57,84.85,DoorOPEN,PowerOFF,0.0,CompressorOFF,0.2,Wednesday 01.01.2025 -- 05:09:50,0
5.6,86.83,21.97,77.35,DoorOPEN,PowerON,91.92,CompressorON,0.18,Wednesday 01.01.2025 -- 05:09:55,0
2.17,55.29,19.12,70.21,DoorCLOSED,PowerON,185.64,CompressorON,1.02,Wednesday 01.01.2025 -- 05:10:00,0
2.16,65.0,20.55,65.35,DoorCLOSED,PowerON,102.43,CompressorON,0.09,Wednesday 01.01.2025 -- 05:10:05,0
4.17,60.17,21.71,78.92,DoorCLOSED,PowerON,34.01,CompressorOFF,0.1,Wednesday 01.01.2025 -- 05:10:10,0
5.77,83.13,19.42,77.03,DoorOPEN,PowerON,116.08,CompressorON,0.41,Wednesday 01.01.2025 -- 05:10:15,0
3.68,63.73,24.42,79.5,DoorCLOSED,PowerON,56.1,CompressorOFF,0.31,Wednesday 01.01.2025 -- 05:10:20,0
1.94,53.06,19.26,51.98,DoorCLOSED,PowerON,149.4,CompressorON,1.27,Wednesday 01.01.2025 -- 05:10:25,0
2.21,56.19,26.73,55.78,DoorCLOSED,PowerON,153.44,CompressorON,0.37,Wednesday 01.01.2025 -- 05:10:30,0
4.16,55.78,21.11,87.71,DoorCLOSED,PowerON,159.56,CompressorON,0.44,Wednesday 01.01.2025 -- 05:10:35,0
6.99,79.58,31.62,61.12,DoorCLOSED,PowerON,183.01,CompressorOFF,1.23,Wednesday 01.01.2025 -- 05:10:40,1
2.94,59.76,21.29,61.7,DoorCLOSED,PowerON,106.22,CompressorON,0.92,Wednesday 01.01.2025 -- 05:10:45,0
2.67,49.62,24.77,87.18,DoorCLOSED,PowerON,137.69,CompressorON,0.16,Wednesday 01.01.2025 -- 05:10:50,0
4.05,73.69,26.37,84.07,DoorCLOSED,PowerON,33.14,CompressorOFF,0.12,Wednesday 01.01.2025 -- 05:10:55,0
3.71,69.56,26.32,55.49,DoorOPEN,PowerON,121.75,CompressorON,0.3,Wednesday 01.01.2025 -- 05:11:00,0
4.57,73.42,20.77,50.92,DoorCLOSED,PowerON,49.74,CompressorOFF,0.14,Wednesday 01.01.2025 -- 05:11:05,0
2.66,68.34,27.18,81.13,DoorCLOSED,PowerON,96.71,CompressorON,0.24,Wednesday 01.01.2025 -- 05:11:10,0
5.04,63.96,21.24,80.1,DoorCLOSED,PowerON,58.78,CompressorOFF,0.07,Wednesday 01.01.2025 -- 05:11:15,0
5.08,49.22,25.04,81.32,DoorCLOSED,PowerON,22.83,CompressorOFF,0.4,Wednesday 01.01.2025 -- 05:11:20,0
2.06,58.99,19.8,64.61,DoorCLOSED,PowerON,104.65,CompressorON,0.24,Wednesday 01.01.2025 -- 05:11:25,0
4.6,59.46,23.66,78.47,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.36,Wednesday 01.01.2025 -- 05:11:30,0
3.18,46.32,18.31,71.27,DoorCLOSED,PowerON,35.24,CompressorOFF,0.37,Wednesday 01.01.2025 -- 05:11:35,0
4.39,51.11,30.4,61.81,DoorCLOSED,PowerON,26.26,CompressorOFF,0.23,Wednesday 01.01.2025 -- 05:11:40,0
3.79,46.05,31.33,62.03,DoorCLOSED,PowerON,35.37,CompressorOFF,0.43,Wednesday 01.01.2025 -- 05:11:45,0
3.23,60.14,26.25,60.83,DoorCLOSED,PowerON,146.5,CompressorON,0.2,Wednesday 01.01.2025 -- 05:11:50,0
3.61,52.61,29.44,86.69,DoorCLOSED,PowerON,52.05,CompressorOFF,0.37,Wednesday 01.01.2025 -- 05:11:55,0
2.74,73.62,21.43,82.26,DoorCLOSED,PowerON,105.52,CompressorON,0.22,Wednesday 01.01.2025 -- 05:12:00,0
5.33,45.16,25.52,61.36,DoorCLOSED,PowerON,30.7,CompressorOFF,0.21,Wednesday 01.01.2025 -- 05:12:05,0
2.02,65.12,24.27,51.12,DoorCLOSED,PowerON,197.01,CompressorON,0.07,Wednesday 01.01.2025 -- 05:12:10,0
5.42,47.58,21.23,76.6,DoorCLOSED,PowerON,55.41,CompressorOFF,0.29,Wednesday 01.01.2025 -- 05:12:15,0
4.95,65.39,29.26,73.45,DoorCLOSED,PowerON,23.52,CompressorOFF,0.25,Wednesday 01.01.2025 -- 05:12:20,0
2.18,50.92,29.81,83.35,DoorCLOSED,PowerON,208.17,CompressorON,0.77,Wednesday 01.01.2025 -- 05:12:25,0
3.65,68.32,29.49,75.19,DoorCLOSED,PowerON,158.81,CompressorON,0.2,Wednesday 01.01.2025 -- 05:12:30,0
7.12,76.97,34.24,69.0,DoorCLOSED,PowerON,222.58,CompressorON,1.0,Wednesday 01.01.2025 -- 05:12:35,1
2.83,65.83,18.04,77.8,DoorCLOSED,PowerON,159.77,CompressorON,0.38,Wednesday 01.01.2025 -- 05:12:40,0
3.99,56.21,30.33,67.08,DoorCLOSED,PowerON,99.43,CompressorON,0.17,Wednesday 01.01.2025 -- 05:12:45,0
3.74,58.96,29.58,61.8,DoorCLOSED,PowerON,54.8,CompressorOFF,0.06,Wednesday 01.01.2025 -- 05:12:50,0
2.02,47.75,27.74,57.72,DoorCLOSED,PowerON,119.68,CompressorON,0.2,Wednesday 01.01.2025 -- 05:12:55,0
6.4,66.08,24.28,67.12,DoorOPEN,PowerON,136.41,CompressorON,0.84,Wednesday 01.01.2025 -- 05:13:00,0
2.73,48.05,21.71,74.83,DoorCLOSED,PowerON,97.29,CompressorON,0.5,Wednesday 01.01.2025 -- 05:13:05,0
3.68,60.16,18.48,62.76,DoorOPEN,PowerON,106.84,CompressorON,0.67,Wednesday 01.01.2025 -- 05:13:10,0
3.41,72.81,22.41,63.42,DoorCLOSED,PowerON,141.19,CompressorON,0.27,Wednesday 01.01.2025 -- 05:13:15,0
5.37,56.45,21.96,68.2,DoorCLOSED,PowerON,51.78,CompressorOFF,0.09,Wednesday 01.01.2025 -- 05:13:20,0
8.5,83.4,30.51,60.94,DoorCLOSED,PowerON,197.62,CompressorON,0.88,Wednesday 01.01.2025 -- 05:13:25,1
1.9,69.2,26.9,75.75,DoorCLOSED,PowerON,121.21,CompressorON,0.27,Wednesday 01.01.2025 -- 05:13:30,0
3.51,58.19,23.45,59.69,DoorCLOSED,PowerON,138.36,CompressorON,0.25,Wednesday 01.01.2025 -- 05:13:35,0
2.6,46.06,21.18,71.88,DoorCLOSED,PowerON,108.1,CompressorON,0.14,Wednesday 01.01.2025 -- 05:13:40,0
2.32,50.84,30.86,53.92,DoorCLOSED,PowerON,111.98,CompressorON,0.33,Wednesday 01.01.2025 -- 05:13:45,0
4.8,59.71,26.25,58.6,DoorCLOSED,PowerON,21.73,CompressorOFF,0.26,Wednesday 01.01.2025 -- 05:13:50,0
4.72,57.47,22.88,77.63,DoorCLOSED,PowerON,40.35,CompressorOFF,0.17,Wednesday 01.01.2025 -- 05:13:55,0
3.39,66.6,21.05,87.47,DoorCLOSED,PowerON,128.8,CompressorON,0.12,Wednesday 01.01.2025 -- 05:14:00,0
5.69,54.49,20.51,50.39,DoorCLOSED,PowerON,123.98,CompressorON,0.16,Wednesday 01.01.2025 -- 05:14:05,0
4.84,85.67,21.22,74.98,DoorOPEN,PowerON,113.03,CompressorON,1.09,Wednesday 01.01.2025 -- 05:14:10,0
4.97,45.92,20.69,54.48,DoorCLOSED,PowerON,50.24,CompressorOFF,0.29,Wednesday 01.01.2025 -- 05:14:15,0
3.76,49.54,23.5,61.95,DoorCLOSED,PowerON,124.27,CompressorON,0.27,Wednesday 01.01.2025 -- 05:14:20,0
3.38,51.97,19.1,70.67,DoorCLOSED,PowerON,99.11,CompressorON,1.1,Wednesday 01.01.2025 -- 05:14:25,0
9.21,91.94,28.43,73.02,DoorCLOSED,PowerON,241.2,CompressorOFF,0.91,Wednesday 01.01.2025 -- 05:14:30,1
2.67,60.05,24.79,75.53,DoorCLOSED,PowerON,128.97,CompressorON,0.09,Wednesday 01.01.2025 -- 05:14:35,0
7.66,46.21,30.29,67.24,DoorCLOSED,PowerON,99.16,CompressorON,0.4,Wednesday 01.01.2025 -- 05:14:40,0
3.58,55.31,21.21,70.05,DoorCLOSED,PowerON,143.62,CompressorON,0.37,Wednesday 01.01.2025 -- 05:14:45,0
2.96,58.18,24.66,81.74,DoorCLOSED,PowerON,155.52,CompressorON,0.06,Wednesday 01.01.2025 -- 05:14:50,0
3.83,59.49,27.5,50.91,DoorCLOSED,PowerON,21.44,CompressorOFF,0.41,Wednesday 01.01.2025 -- 05:14:55,0
2.58,54.05,22.5,88.87,DoorCLOSED,PowerON,133.88,CompressorON,0.37,Wednesday 01.01.2025 -- 05:15:00,0
3.8,62.68,26.38,74.89,DoorCLOSED,PowerON,136.21,CompressorON,0.34,Wednesday 01.01.2025 -- 05:15:05,0
3.18,49.92,27.04,62.27,DoorCLOSED,PowerON,94.67,CompressorON,0.89,Wednesday 01.01.2025 -- 05:15:10,0
4.27,65.48,24.17,68.06,DoorCLOSED,PowerON,39.89,CompressorOFF,0.39,Wednesday 01.01.2025 -- 05:15:15,0
3.66,58.41,22.98,73.03,DoorCLOSED,PowerON,110.12,CompressorON,0.05,Wednesday 01.01.2025 -- 05:15:20,0
10.27,91.89,25.98,64.59,DoorCLOSED,PowerON,235.89,CompressorOFF,1.11,Wednesday 01.01.2025 -- 05:15:25,1
2.74,60.95,27.45,77.13,DoorCLOSED,PowerON,217.5,CompressorON,0.12,Wednesday 01.01.2025 -- 05:15:30,0
3.33,56.82,24.99,82.16,DoorCLOSED,PowerON,181.12,CompressorON,0.24,Wednesday 01.01.2025 -- 05:15:35,0
7.62,74.97,30.74,75.83,DoorOPEN,PowerON,94.01,CompressorON,0.24,Wednesday 01.01.2025 -- 05:15:40,0
2.74,46.95,31.09,77.2,DoorCLOSED,PowerON,120.46,CompressorON,0.17,Wednesday 01.01.2025 -- 05:15:45,0
3.35,71.1,21.83,62.4,DoorCLOSED,PowerON,98.87,CompressorON,0.32,Wednesday 01.01.2025 -- 05:15:50,0
2.6,64.24,19.47,52.03,DoorCLOSED,PowerON,121.51,CompressorON,0.4,Wednesday 01.01.2025 -- 05:15:55,0
6.43,83.12,24.34,64.75,DoorOPEN,PowerON,117.86,CompressorON,0.39,Wednesday 01.01.2025 -- 05:16:00,0
3.92,70.76,24.43,55.74,DoorCLOSED,PowerON,50.22,CompressorOFF,0.19,Wednesday 01.01.2025 -- 05:16:05,0
8.34,66.08,29.98,52.65,DoorCLOSED,PowerON,30.38,CompressorOFF,0.14,Wednesday 01.01.2025 -- 05:16:10,0
6.51,62.73,23.04,54.1,DoorCLOSED,PowerON,118.29,CompressorON,0.44,Wednesday 01.01.2025 -- 05:16:15,0
3.09,71.51,23.62,68.79,DoorCLOSED,PowerON,132.86,CompressorON,0.03,Wednesday 01.01.2025 -- 05:16:20,0
4.38,62.31,19.5,76.94,DoorCLOSED,PowerON,27.27,CompressorOFF,0.25,Wednesday 01.01.2025 -- 05:16:25,0
3.79,66.6,25.46,50.11,DoorCLOSED,PowerON,36.63,CompressorOFF,0.29,Wednesday 01.01.2025 -- 05:16:30,0
3.97,72.51,21.7,67.0,DoorCLOSED,PowerON,119.74,CompressorON,0.05,Wednesday 01.01.2025 -- 05:16:35,0
8.14,63.12,26.3,85.3,DoorOPEN,PowerON,210.27,CompressorON,0.44,Wednesday 01.01.2025 -- 05:16:40,0
3.95,84.69,24.02,58.6,DoorOPEN,PowerON,123.56,CompressorON,0.06,Wednesday 01.01.2025 -- 05:16:45,0
2.91,61.13,30.79,54.88,DoorCLOSED,PowerON,142.12,CompressorON,0.26,Wednesday 01.01.2025 -- 05:16:50,0
4.29,69.25,21.59,83.75,DoorCLOSED,PowerON,43.21,CompressorOFF,0.12,Wednesday 01.01.2025 -- 05:16:55,0
4.39,50.66,30.56,67.49,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.05,Wednesday 01.01.2025 -- 05:17:00,0
7.39,74.25,30.71,85.65,DoorOPEN,PowerON,128.18,CompressorON,0.4,Wednesday 01.01.2025 -- 05:17:05,0
2.67,46.43,23.78,82.77,DoorCLOSED,PowerON,157.13,CompressorON,0.18,Wednesday 01.01.2025 -- 05:17:10,0
2.33,74.38,23.84,71.81,DoorCLOSED,PowerON,125.58,CompressorON,0.2,Wednesday 01.01.2025 -- 05:17:15,0
5.18,53.98,30.67,64.36,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.27,Wednesday 01.01.2025 -- 05:17:20,0
4.6,49.99,21.45,56.25,DoorCLOSED,PowerON,56.77,CompressorOFF,0.13,Wednesday 01.01.2025 -- 05:17:25,0
3.41,51.64,30.65,60.06,DoorCLOSED,PowerON,20.78,CompressorOFF,0.37,Wednesday 01.01.2025 -- 05:17:30,0
9.38,86.87,33.47,78.06,DoorCLOSED,PowerON,182.77,CompressorON,0.94,Wednesday 01.01.2025 -- 05:17:35,1
8.08,85.06,26.77,90.53,DoorCLOSED,PowerON,181.31,CompressorON,1.0,Wednesday 01.01.2025 -- 05:17:40,1
5.18,49.01,20.18,50.12,DoorCLOSED,PowerON,53.88,CompressorOFF,0.25,Wednesday 01.01.2025 -- 05:17:45,0
4.76,61.81,29.39,63.86,DoorOPEN,PowerON,215.02,CompressorON,0.45,Wednesday 01.01.2025 -- 05:17:50,0
3.55,62.22,20.03,63.9,DoorCLOSED,PowerON,120.74,CompressorON,0.11,Wednesday 01.01.2025 -- 05:17:55,0
7.2,57.25,21.0,52.38,DoorCLOSED,PowerON,171.9,CompressorON,0.12,Wednesday 01.01.2025 -- 05:18:00,0
5.35,70.46,31.19,55.18,DoorCLOSED,PowerON,52.81,CompressorOFF,0.13,Wednesday 01.01.2025 -- 05:18:05,0
3.35,63.33,19.59,80.28,DoorCLOSED,PowerON,149.9,CompressorON,0.09,Wednesday 01.01.2025 -- 05:18:10,0
3.24,48.05,21.13,77.89,DoorCLOSED,PowerON,158.16,CompressorON,0.27,Wednesday 01.01.2025 -- 05:18:15,0
7.36,66.28,28.27,85.52,DoorCLOSED,PowerON,23.9,CompressorOFF,0.25,Wednesday 01.01.2025 -- 05:18:20,0
5.09,62.58,31.25,83.92,DoorCLOSED,PowerON,32.02,CompressorOFF,0.15,Wednesday 01.01.2025 -- 05:18:25,0
4.97,70.09,20.14,64.03,DoorCLOSED,PowerON,38.05,CompressorOFF,0.08,Wednesday 01.01.2025 -- 05:18:30,0
4.78,56.16,21.4,55.3,DoorCLOSED,PowerON,52.85,CompressorOFF,0.33,Wednesday 01.01.2025 -- 05:18:35,0
4.87,73.63,21.65,52.65,DoorOPEN,PowerON,114.26,CompressorON,0.19,Wednesday 01.01.2025 -- 05:18:40,0
